0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,-2.032700000000000173e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000104e-03,1.999999999999342526e+00,-2.835248945807456347e-10,-2.032700000000000173e+00,1.521963322977376906e-14,-1.930981444656759536e-06,-7.723939471755855929e-04
1.000000000000000021e-02,1.999999999995043964e+00,-1.710032182952679027e-09,-2.032699999999999729e+00,2.005298823814761331e-13,-7.724082546507014739e-06,-1.544864988371245050e-03
1.499999999999999944e-02,1.999999999975700549e+00,-5.727763744260564342e-09,-2.032699999999992624e+00,2.054593049806597031e-12,-1.738007252442675098e-05,-2.317510798751389739e-03
2.000000000000000042e-02,1.999999999926303174e+00,-1.312189009018179264e-08,-2.032699999999946883e+00,9.830280771747090871e-12,-3.089996351938485291e-05,-3.090384310309818045e-03
2.500000000000000139e-02,1.999999999825425201e+00,-2.537373000169213300e-08,-2.032699999999825202e+00,2.866277389800763501e-11,-4.828520053632538180e-05,-3.863585404951970070e-03
2.999999999999999889e-02,1.999999999652414262e+00,-4.387926809203245718e-08,-2.032699999999586282e+00,6.391807518457592285e-11,-6.953717629956074711e-05,-4.637208207247306424e-03
3.500000000000000333e-02,1.999999999365282610e+00,-6.977357324683801319e-08,-2.032699999999022289e+00,1.346352793609408630e-10,-9.465872156026299694e-05,-5.411329152190209532e-03
4.000000000000000083e-02,1.999999998925644507e+00,-1.042357674275751077e-07,-2.032699999997954698e+00,2.575449129338803088e-10,-1.236524242727942530e-04,-6.186027661487280942e-03
4.499999999999999833e-02,1.999999998295404424e+00,-1.484913708319764550e-07,-2.032699999996168128e+00,4.504922895745177611e-10,-1.565208525590595359e-04,-6.961386279341735470e-03
5.000000000000000278e-02,1.999999997412427399e+00,-2.037692107760209050e-07,-2.032699999993000439e+00,7.557565038295661372e-10,-1.932681931284544927e-04,-7.737487613100986136e-03
5.500000000000000028e-02,1.999999996221855980e+00,-2.712971133599218325e-07,-2.032699999987924500e+00,1.208219428618453420e-09,-2.338981426700026997e-04,-8.514414250995810604e-03
5.999999999999999778e-02,1.999999994659366287e+00,-3.523050713611092797e-07,-2.032699999980027261e+00,1.857267284509749015e-09,-2.784150338413418483e-04,-9.292248835359947362e-03
6.500000000000000222e-02,1.999999992663226589e+00,-4.480225384965844004e-07,-2.032699999968487159e+00,2.748621215636810062e-09,-3.268230251368513251e-04,-1.007107399554464482e-02
7.000000000000000666e-02,1.999999990143788375e+00,-5.596847762321013808e-07,-2.032699999951486092e+00,3.967489299258606806e-09,-3.791281514573232518e-04,-1.085097250077238402e-02
7.499999999999999722e-02,1.999999987028969750e+00,-6.885239678161003276e-07,-2.032699999927508383e+00,5.579669325916249992e-09,-4.353352649631358692e-04,-1.163202704196190582e-02
8.000000000000000167e-02,1.999999983223036182e+00,-8.357786562191674246e-07,-2.032699999893381904e+00,7.697990236510052247e-09,-4.954508026529848026e-04,-1.241432045278709206e-02
8.500000000000000611e-02,1.999999978633450803e+00,-1.002685951174325433e-06,-2.032699999846482530e+00,1.042351299281484931e-08,-5.594809892460074876e-04,-1.319793553795980609e-02
8.999999999999999667e-02,1.999999973160222488e+00,-1.190484620875169880e-06,-2.032699999783857070e+00,1.386885793522466517e-08,-6.274325501517194611e-04,-1.398295514135517587e-02
9.500000000000000111e-02,1.999999966695153564e+00,-1.400415310287116240e-06,-2.032699999702165972e+00,1.815985197607491677e-08,-6.993127618143072776e-04,-1.476946215082207241e-02
1.000000000000000056e-01,1.999999959121839588e+00,-1.633720541147397495e-06,-2.032699999597678886e+00,2.343552859964234447e-08,-7.751294517126272078e-04,-1.555753949818309591e-02
